# Telescope VLT
# Reference Balland etal (2017)
# Redshift 0.342
# Galaxy-Model E1
# Spectrum spectrum_07D1ah_1699.da
# SN-Name 07D1ah
# Phase -0.160
# Survey SNLS
# SN-Type SNIa-pec
# Date 2007-08-27
# Units 1.e-16 erg/s/cm2/A
# Galaxy-Fraction 0.2600
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
4212.390	      -0.00998 	      0.02745
4217.390	       0.01809 	      0.03126
4222.390	      -0.01735 	      0.02676
4227.390	       0.03647 	      0.02618
4232.390	       0.05618 	      0.02002
4237.390	       0.02649 	      0.02088
4242.390	       0.01926 	      0.02065
4247.390	       0.02341 	      0.02197
4252.390	       0.03197 	      0.02168
4257.390	       0.01257 	      0.02249
4262.390	       0.01709 	      0.02108
4267.390	       0.02460 	      0.01857
4272.390	       0.02400 	      0.01521
4277.390	       0.01218 	      0.01968
4282.390	       0.02483 	      0.01883
4287.390	       0.00533 	      0.01744
4292.390	       0.01169 	      0.01682
4297.390	       0.01576 	      0.01605
4302.390	       0.02241 	      0.01213
4307.390	       0.02480 	      0.01145
4312.390	       0.01179 	      0.01115
4317.390	       0.02519 	      0.01203
4322.390	      -0.01963 	      0.01228
4327.390	       0.00552 	      0.01158
4332.390	       0.02939 	      0.01101
4337.390	       0.01143 	      0.01072
4342.390	       0.02810 	      0.01073
4347.390	       0.03984 	      0.01281
4352.390	       0.03175 	      0.01123
4357.390	       0.01144 	      0.01438
4362.390	       0.01449 	      0.01534
4367.390	       0.01006 	      0.01160
4372.390	       0.00565 	      0.01037
4377.390	       0.01539 	      0.01171
4382.390	       0.03144 	      0.01144
4387.390	       0.01738 	      0.01070
4392.390	       0.02377 	      0.01033
4397.390	       0.01496 	      0.01051
4402.390	       0.01516 	      0.01081
4407.390	       0.02519 	      0.01044
4412.390	       0.02932 	      0.01093
4417.390	       0.02293 	      0.01054
4422.390	       0.01819 	      0.01188
4427.390	       0.01713 	      0.01199
4432.390	       0.02030 	      0.01118
4437.390	       0.02621 	      0.01165
4442.390	       0.02123 	      0.01109
4447.390	       0.02380 	      0.00965
4452.390	       0.03337 	      0.01132
4457.390	       0.02406 	      0.01116
4462.390	       0.00562 	      0.00901
4467.390	       0.02672 	      0.01020
4472.390	       0.02883 	      0.01122
4477.390	       0.03845 	      0.01222
4482.390	       0.03426 	      0.01056
4487.390	       0.02540 	      0.01066
4492.390	       0.02635 	      0.01019
4497.390	       0.02248 	      0.00955
4502.390	       0.00569 	      0.01055
4507.390	       0.02542 	      0.01104
4512.390	       0.03393 	      0.00931
4517.390	       0.03448 	      0.01156
4522.390	       0.02888 	      0.01171
4527.390	       0.02916 	      0.01151
4532.390	       0.01768 	      0.01047
4537.390	       0.02436 	      0.01028
4542.390	       0.03756 	      0.00925
4547.390	       0.02382 	      0.01033
4552.390	       0.02824 	      0.01000
4557.390	       0.03911 	      0.01046
4562.390	       0.03963 	      0.00896
4567.390	       0.03668 	      0.00901
4572.390	       0.05103 	      0.00846
4577.390	       0.03510 	      0.00859
4582.390	       0.01985 	      0.00849
4587.390	       0.03599 	      0.00970
4592.390	       0.01159 	      0.00946
4597.390	       0.02689 	      0.00792
4602.390	       0.03923 	      0.00801
4607.390	       0.02822 	      0.00783
4612.390	       0.02769 	      0.00749
4617.390	       0.02705 	      0.00834
4622.390	       0.02264 	      0.00793
4627.390	       0.02400 	      0.00957
4632.390	       0.05073 	      0.00960
4637.390	       0.03121 	      0.00953
4642.390	       0.04045 	      0.00682
4647.390	       0.03701 	      0.00688
4652.390	       0.05253 	      0.00884
4657.390	       0.04161 	      0.00816
4662.390	       0.04085 	      0.00813
4667.390	       0.04144 	      0.00692
4672.390	       0.06353 	      0.00888
4677.390	       0.06245 	      0.00802
4682.390	       0.05549 	      0.01017
4687.390	       0.06053 	      0.00998
4692.390	       0.05870 	      0.01017
4697.390	       0.06488 	      0.00871
4702.390	       0.06080 	      0.00717
4707.390	       0.05558 	      0.00638
4712.390	       0.05060 	      0.00787
4717.390	       0.03726 	      0.00754
4722.390	       0.05579 	      0.00821
4727.390	       0.05002 	      0.00817
4732.390	       0.05581 	      0.00775
4737.390	       0.06231 	      0.00716
4742.390	       0.05510 	      0.00874
4747.390	       0.05012 	      0.00949
4752.390	       0.04456 	      0.01046
4757.390	       0.02654 	      0.00821
4762.390	       0.05973 	      0.00776
4767.390	       0.06881 	      0.00731
4772.390	       0.06730 	      0.00881
4777.390	       0.06675 	      0.00876
4782.390	       0.05475 	      0.00757
4787.390	       0.06033 	      0.00747
4792.390	       0.05011 	      0.00846
4797.390	       0.05328 	      0.00816
4802.390	       0.05687 	      0.00722
4807.390	       0.04630 	      0.00706
4812.390	       0.05566 	      0.00952
