# SOURCE  = 'Quimby et al. 2018' /                                                
# OBJECT  = 'PTF10gvb'           /                                                
# Z       =            0.0980000 / wavelengths divided by (1 + z)                 
# NORM    =            0.0317135 / fluxes divided by norm                         
# CLIPPED =                    1 / galaxy emission lines removed                  
# SMOOTHED=                    1 / spectrum has been smoothed                     
# COLUMN01= 'Wavelength (Angstrom)' /                                             
# COLUMN02= 'Flux Density (erg/s/cm2/A)' /                                        
# COLUMN03= 'Flux Density Uncertainty (erg/s/cm2/A)' /                            
# END                                                                             
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
   3654.4514722      0.5341016      0.0729908
   3658.1078979      0.5693479      0.0648309
   3661.7640557      0.5407166      0.0756876
   3665.4204814      0.5312851      0.0714026
   3669.0878979      0.5359682      0.0689977
   3672.7550464      0.5704232      0.0641128
   3676.4334536      0.5681511      0.0620247
   3680.1115927      0.5673353      0.0608686
   3683.7900000      0.5780836      0.0585379
   3687.4684073      0.5877263      0.0565702
   3691.1575371      0.5853337      0.0559298
   3694.8469351      0.5992180      0.0569415
   3698.5470557      0.6122110      0.0549749
   3702.2474443      0.6273201      0.0542934
   3705.9475649      0.6305247      0.0536606
   3709.6589443      0.6179094      0.0545932
   3713.3700557      0.6062134      0.0526963
   3717.0814351      0.5957574      0.0520167
   3720.7925464      0.5589039      0.0513826
   3724.5149165      0.5436317      0.0511377
   3728.2370186      0.5073402      0.0504144
   3731.9701113      0.4934346      0.0497338
   3735.7034722      0.4689664      0.0490956
   3739.4365649      0.4557607      0.0488519
   3743.1809165      0.4387693      0.0481283
   3746.9140092      0.4246184      0.0474516
   3750.6690835      0.4139695      0.0468227
   3754.4134351      0.4098734      0.0465859
   3758.1685092      0.3888155      0.0458764
   3761.9345742      0.4125345      0.0452082
   3765.6899165      0.4097802      0.0445892
   3769.4559814      0.4109926      0.0443618
   3773.2220464      0.4221129      0.0436828
   3776.9991021      0.4344512      0.0430683
   3780.7764258      0.4355424      0.0425256
   3784.5644722      0.4154857      0.0411015
   3788.3415278      0.4148676      0.0417339
   3792.1295742      0.4390129      0.0412308
   3795.9286113      0.4464105      0.0408026
   3799.7169258      0.4784170      0.0394863
   3803.5159629      0.4915359      0.0401477
   3807.3259908      0.5101451      0.0397481
   3811.1360186      0.5412916      0.0394048
   3814.9460464      0.5476538      0.0381695
   3818.7560742      0.5479616      0.0388451
   3822.5770927      0.5326396      0.0384901
   3826.3981113      0.5531604      0.0381681
   3830.2303887      0.5523020      0.0369997
   3834.0623979      0.5425592      0.0366240
   3837.8944073      0.5373898      0.0372879
   3841.7264165      0.5383095      0.0369633
