# wave  flux  flux_err
      6625.00 -2.57749e-19  2.35611e-19
      6630.00 -2.69559e-19  2.39135e-19
      6635.00  2.64198e-19  2.46648e-19
      6640.00  3.79328e-19  2.45689e-19
      6645.00 -2.46471e-19  2.43856e-19
      6650.00 -1.97376e-19  2.47262e-19
      6655.00 -1.35915e-20  2.48503e-19
      6660.00  6.96393e-20  2.50354e-19
      6665.00 -3.75180e-19  2.48091e-19
      6670.00 -3.56305e-20  2.49002e-19
      6675.00  1.69684e-19  2.46717e-19
      6680.00  6.19710e-19  2.45392e-19
      6685.00  6.70844e-20  2.42471e-19
      6690.00 -1.20618e-19  2.39390e-19
      6695.00 -3.14774e-19  2.35671e-19
      6700.00 -2.33933e-19  2.35854e-19
      6705.00  3.09103e-19  2.34352e-19
      6710.00  2.13698e-20  2.28470e-19
      6715.00 -1.39860e-19  2.43560e-19
      6720.00 -1.94170e-19  2.31470e-19
      6725.00 -3.49489e-19  2.24606e-19
      6730.00  2.05521e-19  2.25060e-19
      6735.00  3.62896e-19  2.17035e-19
      6740.00 -9.05340e-20  2.11204e-19
      6745.00 -1.44125e-19  2.09227e-19
      6750.00  2.79543e-20  2.04684e-19
      6755.00  8.07933e-22  2.01848e-19
      6760.00  3.66922e-19  2.01145e-19
      6765.00  1.35439e-19  1.95530e-19
      6770.00  9.49380e-20  1.94279e-19
      6775.00  1.92106e-20  1.90957e-19
      6780.00  2.25061e-19  1.90053e-19
      6785.00  1.74814e-20  1.88812e-19
      6790.00  1.78654e-19  1.87903e-19
      6795.00  1.69820e-19  1.86929e-19
      6800.00 -3.56029e-20  1.83820e-19
      6805.00 -2.30887e-19  1.83001e-19
      6810.00  2.37741e-19  1.84960e-19
      6815.00  2.13370e-19  1.84348e-19
      6820.00  9.60191e-20  1.84227e-19
      6825.00  1.54220e-19  1.90493e-19
      6830.00  4.27093e-19  2.24961e-19
      6835.00  5.10827e-19  2.14728e-19
      6840.00 -4.39058e-20  1.98186e-19
      6845.00  5.04859e-19  1.89525e-19
      6850.00  4.66792e-19  1.93838e-19
      6855.00  2.01586e-19  1.92075e-19
      6860.00  2.13418e-19  1.97452e-19
      6865.00  1.69420e-19  2.26019e-19
      6870.00  1.47268e-19  2.05281e-19
      6875.00  1.87860e-19  1.99125e-19
      6880.00 -4.04321e-20  2.13454e-19
      6885.00  1.09029e-19  2.09833e-19
      6890.00  5.07241e-20  2.23329e-19
      6895.00 -6.45826e-20  2.15374e-19
      6900.00  3.80122e-19  2.31224e-19
      6905.00  9.72086e-20  2.19490e-19
      6910.00  1.36704e-20  2.26673e-19
      6915.00  6.17259e-20  2.31047e-19
      6920.00  2.78175e-19  2.26735e-19
      6925.00  4.33161e-19  2.49980e-19
      6930.00  5.58036e-19  2.29816e-19
      6935.00 -4.08257e-19  2.27263e-19
      6940.00 -1.02211e-19  2.42507e-19
      6945.00  1.74492e-19  2.28306e-19
      6950.00  3.89008e-20  2.49825e-19
      6955.00  6.19851e-19  2.31277e-19
      6960.00  5.53909e-19  2.27379e-19
      6965.00 -9.72881e-20  2.26171e-19
      6970.00 -7.60905e-20  2.29985e-19
      6975.00  3.66170e-19  2.19946e-19
      6980.00  2.93995e-19  2.34029e-19
      6985.00  9.17996e-20  2.14044e-19
      6990.00  2.08885e-19  2.32883e-19
      6995.00 -1.95828e-19  2.24073e-19
      7000.00  4.75599e-19  2.21770e-19
      7005.00  9.43942e-20  2.20614e-19
      7010.00  1.09603e-19  2.21929e-19
      7015.00 -2.90534e-19  1.98115e-19
      7020.00  1.16549e-19  1.96736e-19
      7025.00  9.33201e-20  1.92196e-19
      7030.00 -1.68478e-19  1.88244e-19
      7035.00  1.88956e-19  1.86280e-19
      7040.00  7.60414e-20  1.88887e-19
      7045.00  6.95307e-20  1.86991e-19
      7050.00  3.77340e-19  1.99345e-19
      7055.00  5.47422e-19  1.84109e-19
      7060.00  1.59309e-19  1.77421e-19
      7065.00  1.18190e-19  1.83679e-19
      7070.00 -1.03054e-20  1.76095e-19
      7075.00  2.26251e-19  1.75921e-19
      7080.00  5.84109e-19  1.77722e-19
      7085.00  3.87046e-19  1.71932e-19
      7090.00  1.95373e-19  1.78049e-19
      7095.00  4.50084e-19  1.69137e-19
      7100.00  1.57958e-20  1.65094e-19
      7105.00  2.14807e-19  1.66450e-19
      7110.00  1.77892e-19  1.66753e-19
      7115.00  2.54065e-19  1.66666e-19
      7120.00  9.38474e-20  1.66478e-19
      7125.00  3.92279e-19  1.72199e-19
      7130.00  4.89802e-19  1.73138e-19
      7135.00  3.70323e-19  1.72894e-19
      7140.00  1.86385e-20  1.71373e-19
      7145.00 -7.32419e-21  1.82275e-19
      7150.00  3.74152e-19  1.79413e-19
      7155.00  5.04132e-19  1.77285e-19
      7160.00  3.08070e-19  1.82775e-19
      7165.00  3.14228e-19  1.83402e-19
      7170.00  4.02318e-19  1.84818e-19
      7175.00  2.66076e-19  1.89615e-19
      7180.00  5.67364e-19  1.91531e-19
      7185.00  2.59602e-19  1.87702e-19
      7190.00  3.98736e-19  1.90336e-19
      7195.00  1.74325e-19  1.90638e-19
      7200.00 -4.39647e-20  1.93562e-19
      7205.00  4.88518e-19  1.97360e-19
      7210.00  6.50503e-19  2.01939e-19
      7215.00  2.60153e-19  2.00514e-19
      7220.00  4.22156e-19  2.06018e-19
      7225.00  1.44326e-19  2.08559e-19
      7230.00  4.29304e-19  2.11774e-19
      7235.00  3.82385e-19  2.12576e-19
      7240.00  7.08392e-19  2.97974e-19
      7245.00  5.81867e-20  2.57964e-19
      7250.00  1.85275e-19  2.17026e-19
      7255.00  3.85404e-19  2.33544e-19
      7260.00 -6.23243e-20  2.09177e-19
      7265.00  1.70355e-19  2.11813e-19
      7270.00  2.71200e-19  2.14048e-19
      7275.00 -4.53028e-20  2.48208e-19
      7280.00  3.60102e-19  2.07989e-19
      7285.00  3.61906e-19  2.28437e-19
      7290.00  4.22524e-19  2.01768e-19
      7295.00  3.40871e-19  2.33152e-19
      7300.00  1.77610e-19  2.07458e-19
      7305.00 -8.07189e-20  2.25849e-19
      7310.00 -7.61395e-21  2.04356e-19
      7315.00 -2.84545e-20  2.17710e-19
      7320.00  2.53401e-19  1.89529e-19
      7325.00 -1.01984e-19  1.82854e-19
      7330.00  5.63799e-19  2.09250e-19
      7335.00  3.23630e-19  1.79115e-19
      7340.00  9.83265e-20  2.02209e-19
      7345.00  1.09574e-19  1.76720e-19
      7350.00 -3.96810e-20  1.75905e-19
      7355.00  2.16306e-19  1.71189e-19
      7360.00  5.75191e-19  1.90553e-19
      7365.00  4.09633e-19  1.71321e-19
      7370.00  4.28727e-19  1.90898e-19
      7375.00  4.79820e-19  1.67149e-19
      7380.00  2.74944e-19  1.62508e-19
      7385.00  2.83640e-19  1.64886e-19
      7390.00  3.29799e-19  1.75135e-19
      7395.00  1.79267e-19  1.61021e-19
      7400.00  1.61276e-19  1.79388e-19
      7405.00  4.51716e-19  1.57670e-19
      7410.00  8.10197e-20  1.56196e-19
      7415.00  7.22149e-21  1.57904e-19
      7420.00  1.58841e-19  1.56263e-19
      7425.00  3.35797e-19  1.58565e-19
      7430.00  4.54607e-19  1.71181e-19
      7435.00  2.96668e-19  1.57408e-19
      7440.00  3.79878e-19  1.80101e-19
      7445.00  1.64946e-19  1.58392e-19
      7450.00  3.51229e-19  1.59335e-19
      7455.00  5.36481e-20  1.59027e-19
      7460.00  3.67997e-19  1.69946e-19
      7465.00  3.26636e-19  1.81161e-19
      7470.00  2.04111e-19  1.82618e-19
      7475.00  1.81523e-19  1.80910e-19
      7480.00  5.58891e-20  1.92097e-19
      7485.00  1.41366e-19  1.87631e-19
      7490.00  2.62818e-19  1.73484e-19
      7495.00  3.17821e-19  1.81963e-19
      7500.00  3.64575e-20  1.76222e-19
      7505.00  4.18112e-20  1.80629e-19
      7510.00  6.56257e-20  1.78064e-19
      7515.00  3.66592e-19  1.92051e-19
      7520.00  3.35897e-19  1.89905e-19
      7525.00  6.43025e-19  2.22562e-19
      7530.00  5.25754e-19  2.06236e-19
      7535.00 -1.73786e-19  1.87805e-19
      7540.00  3.40301e-19  1.98537e-19
      7545.00  2.37998e-19  1.92423e-19
      7550.00  7.43384e-19  1.96339e-19
      7555.00  1.57383e-19  2.01704e-19
      7560.00  4.38659e-19  2.04862e-19
      7565.00  4.96371e-19  2.00808e-19
      7570.00  2.36499e-19  2.23887e-19
      7575.00  4.32140e-19  2.06900e-19
      7580.00  1.55462e-19  1.96933e-19
      7585.00  4.52207e-19  2.11379e-19
      7590.00  1.34918e-19  1.97373e-19
      7595.00  9.63137e-20  1.91503e-19
      7600.00 -1.18357e-19  2.05189e-19
      7605.00 -1.54048e-19  1.88246e-19
      7610.00 -3.46765e-20  1.90058e-19
      7615.00 -9.54366e-20  1.88343e-19
      7620.00  2.22162e-19  2.46870e-19
      7625.00  2.37560e-19  2.19189e-19
      7630.00  9.12792e-20  2.30892e-19
      7635.00 -6.77863e-20  2.18978e-19
      7640.00 -1.13206e-20  1.99919e-19
      7645.00  3.50546e-19  1.96237e-19
      7650.00  4.10699e-19  1.92332e-19
      7655.00  4.48692e-19  1.97714e-19
      7660.00  4.37353e-19  1.93786e-19
      7665.00  5.06779e-19  1.86738e-19
      7670.00  3.72654e-19  1.78477e-19
      7675.00  2.87918e-19  1.76247e-19
      7680.00  9.11147e-19  1.81857e-19
      7685.00  8.56240e-19  1.80223e-19
      7690.00  3.68937e-19  1.82786e-19
      7695.00  4.70428e-19  1.72156e-19
      7700.00  5.76492e-19  1.84341e-19
      7705.00  2.42085e-19  1.64603e-19
      7710.00  1.43589e-19  1.77248e-19
      7715.00  3.26559e-20  2.70500e-19
      7720.00  3.02087e-19  1.79900e-19
      7725.00  2.66161e-19  2.06453e-19
      7730.00  3.80652e-19  1.64120e-19
      7735.00  2.42659e-19  1.74617e-19
      7740.00  4.16805e-19  1.64694e-19
      7745.00  3.04613e-19  1.62218e-19
      7750.00  4.48445e-19  2.17548e-19
      7755.00 -1.99119e-19  1.63072e-19
      7760.00 -7.98845e-20  1.75361e-19
      7765.00  2.27151e-19  1.56669e-19
      7770.00  2.64645e-19  1.62791e-19
      7775.00  6.75172e-20  1.76336e-19
      7780.00  5.40455e-19  1.81691e-19
      7785.00  5.87423e-19  1.69909e-19
      7790.00  1.89908e-19  1.77636e-19
      7795.00 -3.09161e-19  1.87758e-19
      7800.00 -8.87209e-21  1.60250e-19
      7805.00  3.77923e-19  1.65682e-19
      7810.00  5.84629e-19  1.94048e-19
      7815.00  3.94197e-19  1.75637e-19
      7820.00  5.99545e-19  2.07089e-19
      7825.00  4.60514e-19  1.69985e-19
      7830.00  3.13583e-19  1.72504e-19
      7835.00  3.19221e-19  1.71529e-19
      7840.00  1.30160e-19  1.89521e-19
      7845.00  9.18567e-20  1.68808e-19
      7850.00  5.77681e-19  2.06187e-19
      7855.00  5.27397e-19  2.10209e-19
      7860.00  1.33917e-19  2.15126e-19
      7865.00 -1.86728e-19  1.78447e-19
      7870.00 -2.98726e-19  2.14894e-19
      7875.00  1.13807e-19  1.78266e-19
      7880.00  5.80551e-19  2.34113e-19
      7885.00 -3.76242e-20  1.94013e-19
      7890.00  7.09076e-19  2.33935e-19
      7895.00  3.96397e-19  1.96871e-19
      7900.00  1.60033e-19  1.87169e-19
      7905.00  1.33967e-19  1.94063e-19
      7910.00 -1.12387e-20  2.03962e-19
      7915.00 -1.08291e-19  2.28470e-19
      7920.00 -1.46786e-19  2.35379e-19
      7925.00  7.03551e-20  1.91482e-19
      7930.00  2.83706e-19  2.34794e-19
      7935.00  4.25410e-19  1.92269e-19
      7940.00  3.15536e-19  1.90753e-19
      7945.00 -3.60239e-19  1.94066e-19
      7950.00  3.16272e-19  2.15853e-19
      7955.00  2.79148e-21  1.84958e-19
      7960.00 -4.93961e-20  1.83282e-19
      7965.00 -6.91785e-20  2.12891e-19
      7970.00  1.58365e-19  1.97384e-19
      7975.00 -2.91096e-19  1.93930e-19
      7980.00 -4.60323e-19  2.09546e-19
      7985.00 -8.78149e-20  2.15618e-19
      7990.00  2.37654e-20  2.17715e-19
      7995.00  1.72526e-19  2.50710e-19
      8000.00  1.16212e-19  2.13044e-19
      8005.00  9.50627e-21  2.03642e-19
      8010.00 -9.02513e-20  1.94570e-19
      8015.00  2.23143e-19  2.25817e-19
      8020.00  2.14064e-21  1.97931e-19
      8025.00 -1.59508e-19  2.16469e-19
      8030.00 -1.50963e-19  2.03020e-19
      8035.00 -9.52518e-20  1.77511e-19
      8040.00  1.83637e-20  1.74784e-19
      8045.00  7.16128e-20  1.70637e-19
      8050.00 -2.50065e-20  1.90287e-19
      8055.00  4.53992e-19  1.68795e-19
      8060.00 -9.73268e-20  1.82714e-19
      8065.00 -1.47333e-19  1.68313e-19
      8070.00  2.29183e-19  1.58642e-19
      8075.00 -2.71502e-19  1.62170e-19
      8080.00  1.73256e-19  1.60385e-19
      8085.00  5.15654e-20  1.65212e-19
      8090.00 -6.74718e-20  1.51393e-19
      8095.00  5.27321e-20  1.67717e-19
      8100.00  1.43958e-19  1.65034e-19
      8105.00  7.85980e-20  1.74721e-19
      8110.00 -1.90070e-20  1.53489e-19
      8115.00  1.00108e-19  1.66386e-19
      8120.00  2.59020e-19  1.50365e-19
      8125.00  6.51252e-20  1.50770e-19
      8130.00  2.63942e-21  1.52483e-19
      8135.00  2.89359e-19  1.54183e-19
      8140.00  1.34365e-19  1.62731e-19
      8145.00  7.95322e-20  1.59577e-19
      8150.00 -1.31249e-19  1.48052e-19
      8155.00  2.30730e-19  1.46769e-19
      8160.00  2.02687e-19  1.48358e-19
      8165.00  2.30593e-20  1.46479e-19
      8170.00  7.63894e-20  1.46869e-19
      8175.00  1.82266e-20  1.46687e-19
      8180.00  5.39527e-19  1.52809e-19
      8185.00  2.17481e-19  1.49146e-19
      8190.00  3.48537e-19  1.56845e-19
      8195.00  5.61501e-20  1.58265e-19
      8200.00  4.48677e-19  1.51520e-19
      8205.00  2.56457e-19  1.56539e-19
      8210.00  2.69520e-19  1.54611e-19
      8215.00  2.83076e-19  1.54562e-19
      8220.00  3.51479e-19  1.53382e-19
      8225.00  5.05656e-19  1.58207e-19
      8230.00  2.55119e-19  1.52759e-19
      8235.00  3.60295e-19  1.56978e-19
      8240.00  4.30043e-19  1.62753e-19
      8245.00  6.11262e-19  1.62993e-19
      8250.00  4.17859e-19  1.64803e-19
      8255.00  2.99674e-19  1.61288e-19
      8260.00  4.24495e-19  1.60896e-19
      8265.00  2.90110e-19  1.66502e-19
      8270.00  3.04733e-19  1.63437e-19
      8275.00  1.26902e-19  1.64274e-19
      8280.00  4.97687e-19  2.61617e-19
      8285.00  2.89500e-19  1.99877e-19
      8290.00  3.89539e-19  2.07775e-19
      8295.00  3.59048e-19  1.88936e-19
      8300.00  1.88010e-19  2.05861e-19
      8305.00  2.29419e-19  1.78431e-19
      8310.00  4.54507e-19  1.97429e-19
      8315.00  8.97779e-20  1.73142e-19
      8320.00  6.01893e-19  1.83234e-19
      8325.00  4.79206e-19  1.76147e-19
      8330.00  5.18721e-19  1.76074e-19
      8335.00  5.49444e-19  1.78211e-19
      8340.00  3.29088e-19  1.85667e-19
      8345.00  5.05016e-19  2.44209e-19
      8350.00  4.89362e-19  1.98873e-19
      8355.00  5.96405e-20  1.99832e-19
      8360.00  7.55608e-19  1.92923e-19
      8365.00  5.93959e-19  2.16637e-19
      8370.00  3.28933e-19  1.78582e-19
      8375.00  4.10060e-19  2.29844e-19
      8380.00  2.75964e-20  2.64366e-19
      8385.00 -1.77397e-19  2.24475e-19
      8390.00 -2.03455e-20  2.18151e-19
      8395.00  6.27739e-19  2.10921e-19
      8400.00  6.04624e-20  2.46782e-19
      8405.00 -1.74852e-19  1.97143e-19
      8410.00  6.60190e-20  2.05897e-19
      8415.00  1.92528e-19  2.24663e-19
      8420.00  7.89012e-19  1.92704e-19
      8425.00  5.11483e-19  2.18875e-19
      8430.00  6.75722e-19  2.40246e-19
      8435.00  7.72032e-19  1.92422e-19
      8440.00  6.23953e-19  1.78396e-19
      8445.00  6.50845e-19  1.79550e-19
      8450.00  4.29437e-19  1.92997e-19
      8455.00  5.23168e-19  1.82082e-19
      8460.00  3.82353e-19  1.71404e-19
      8465.00  6.27852e-19  2.06778e-19
      8470.00  4.87410e-19  1.64795e-19
      8475.00  5.15554e-19  1.72898e-19
      8480.00  5.72864e-19  1.61211e-19
      8485.00  5.12123e-19  1.60579e-19
      8490.00  7.39618e-19  1.58674e-19
      8495.00  4.68504e-19  1.92758e-19
      8500.00  6.85159e-19  1.65863e-19
      8505.00  7.01768e-19  1.97177e-19
      8510.00  4.51255e-19  1.52498e-19
      8515.00  6.13733e-19  1.52499e-19
      8520.00  6.10678e-19  1.62715e-19
      8525.00  3.31825e-19  1.49778e-19
      8530.00  6.34591e-19  1.50397e-19
      8535.00  6.35869e-19  1.48964e-19
      8540.00  6.71262e-19  1.69741e-19
      8545.00  4.35051e-19  1.47579e-19
      8550.00  6.00310e-19  1.84052e-19
      8555.00  9.56110e-20  1.45548e-19
      8560.00  3.85863e-19  1.45186e-19
      8565.00  4.30952e-19  1.47125e-19
      8570.00  5.64068e-19  1.50433e-19
      8575.00  2.77711e-19  1.53409e-19
      8580.00  4.99284e-19  1.46256e-19
      8585.00  4.49079e-19  1.45782e-19
      8590.00  5.84721e-19  1.64020e-19
      8595.00  6.39380e-19  1.63052e-19
      8600.00  5.84612e-19  1.52258e-19
      8605.00  3.90948e-19  1.49331e-19
      8610.00  4.29104e-19  1.57515e-19
      8615.00  6.36809e-19  1.90362e-19
      8620.00  3.90586e-19  2.25002e-19
      8625.00  1.21438e-19  2.33441e-19
      8630.00  5.76821e-19  2.50633e-19
      8635.00  4.95327e-19  2.33879e-19
      8640.00  2.00787e-19  2.01668e-19
      8645.00 -1.67430e-20  1.67871e-19
      8650.00  7.10178e-19  2.13948e-19
      8655.00  1.89652e-19  2.12120e-19
      8660.00  7.57600e-19  2.10959e-19
      8665.00  3.99074e-19  2.08584e-19
      8670.00  4.16142e-19  2.08269e-19
      8675.00  3.93469e-19  1.94812e-19
      8680.00  6.58923e-19  1.88665e-19
      8685.00  4.18892e-19  1.73298e-19
      8690.00  3.90880e-19  1.69276e-19
      8695.00  5.26361e-19  1.69750e-19
      8700.00  4.14565e-19  1.78265e-19
      8705.00  6.70141e-19  1.74034e-19
      8710.00  5.40158e-19  1.69305e-19
      8715.00  1.01590e-19  1.59501e-19
      8720.00  5.31626e-19  1.63729e-19
      8725.00  4.89749e-19  1.68203e-19
      8730.00  4.51941e-19  1.63615e-19
      8735.00  5.72469e-19  1.67497e-19
      8740.00  1.46911e-19  1.71805e-19
      8745.00  2.60631e-19  1.70535e-19
      8750.00  4.63009e-19  1.72085e-19
      8755.00  4.92799e-19  1.69223e-19
      8760.00  6.55139e-19  2.96779e-19
      8765.00  4.79225e-19  2.23541e-19
      8770.00 -8.18520e-20  2.08590e-19
      8775.00  3.65969e-19  2.06366e-19
      8780.00  1.87203e-19  2.03991e-19
      8785.00  4.04770e-19  1.72585e-19
      8790.00  4.39463e-19  2.07381e-19
      8795.00  4.78270e-19  1.72353e-19
      8800.00  2.40406e-19  1.70883e-19
      8805.00  4.66580e-19  1.69538e-19
      8810.00  5.67520e-19  1.87427e-19
      8815.00  3.54576e-19  1.69517e-19
      8820.00  8.33653e-19  2.17203e-19
      8825.00  5.62733e-19  3.05060e-19
      8830.00  1.31812e-19  2.49523e-19
      8835.00  4.93751e-19  3.23488e-19
      8840.00  4.22522e-19  2.00871e-19
      8845.00  5.03409e-19  2.07967e-19
      8850.00  5.62507e-19  2.33281e-19
      8855.00  7.44886e-19  1.93961e-19
      8860.00  7.07763e-19  1.97337e-19
      8865.00  6.20547e-19  2.16609e-19
      8870.00  3.12580e-19  1.95432e-19
      8875.00  6.19901e-19  1.74002e-19
      8880.00  4.20842e-19  1.71645e-19
      8885.00  4.43369e-19  2.23775e-19
      8890.00  3.82764e-19  1.79516e-19
      8895.00  7.41806e-19  1.81100e-19
      8900.00  7.55155e-19  1.73617e-19
      8905.00  4.48813e-19  2.00695e-19
      8910.00  3.90426e-19  1.77419e-19
      8915.00  7.10479e-19  1.63441e-19
      8920.00  5.45461e-19  2.20463e-19
      8925.00  5.01495e-19  1.68780e-19
      8930.00  6.59616e-19  1.72083e-19
      8935.00  2.71012e-19  1.65218e-19
      8940.00  6.86457e-19  1.59683e-19
      8945.00  5.23236e-19  1.84934e-19
      8950.00  6.76918e-19  1.52839e-19
      8955.00  3.96901e-19  1.57699e-19
      8960.00  6.52827e-19  1.82038e-19
      8965.00  5.00480e-19  1.50254e-19
      8970.00  4.66595e-19  1.62224e-19
      8975.00  5.17779e-19  1.49790e-19
      8980.00  7.45072e-19  1.66087e-19
      8985.00  4.84572e-19  1.57278e-19
      8990.00  3.14722e-19  1.81097e-19
      8995.00  5.86013e-19  1.50140e-19
      9000.00  4.07671e-19  1.96042e-19
      9005.00  5.21455e-19  1.44170e-19
      9010.00  4.22650e-19  1.39147e-19
      9015.00  6.90772e-19  1.39958e-19
      9020.00  4.71906e-19  1.49000e-19
      9025.00  4.34425e-19  1.41109e-19
      9030.00  5.14799e-19  1.54556e-19
      9035.00  4.63744e-19  1.45639e-19
      9040.00  5.48702e-19  1.63200e-19
      9045.00  4.32108e-19  1.50268e-19
      9050.00  3.96720e-19  1.87439e-19
      9055.00  4.05301e-19  1.51001e-19
      9060.00  5.11270e-19  1.45889e-19
      9065.00  4.94226e-19  1.57061e-19
      9070.00  2.65163e-19  1.58586e-19
      9075.00  4.02995e-19  1.46993e-19
      9080.00  5.21292e-19  1.48769e-19
      9085.00  4.98726e-19  1.53190e-19
      9090.00  5.25900e-19  1.60081e-19
      9095.00  7.55142e-19  1.69607e-19
      9100.00  4.14117e-19  1.60824e-19
      9105.00  2.23704e-19  1.65751e-19
      9110.00  3.15527e-19  1.51122e-19
      9115.00  3.00503e-19  1.51442e-19
      9120.00  6.08206e-19  1.56119e-19
      9125.00  5.26241e-19  1.66844e-19
      9130.00  3.06315e-19  1.53668e-19
      9135.00  5.49507e-19  1.63128e-19
      9140.00  2.84707e-19  1.60761e-19
      9145.00  2.94559e-19  1.62858e-19
      9150.00 -7.78324e-20  1.78425e-19
      9155.00  8.54621e-20  1.81412e-19
      9160.00  3.57056e-19  2.07503e-19
      9165.00  5.79600e-19  1.70813e-19
      9170.00  2.28730e-19  1.71795e-19
      9175.00  5.43417e-19  1.76511e-19
      9180.00  4.01636e-19  1.79445e-19
      9185.00  4.25488e-19  1.81052e-19
      9190.00  5.47597e-19  1.83445e-19
      9195.00  3.91935e-19  1.86147e-19
      9200.00  4.28670e-19  1.83875e-19
      9205.00  4.73865e-19  1.81225e-19
      9210.00  3.57221e-19  1.83366e-19
      9215.00  3.17675e-19  2.02389e-19
      9220.00  1.17522e-19  1.86704e-19
      9225.00  6.06405e-19  2.21710e-19
      9230.00  4.57785e-19  1.91219e-19
      9235.00  3.34459e-19  1.91641e-19
      9240.00  1.49537e-19  1.92673e-19
      9245.00  1.94217e-19  1.96350e-19
      9250.00  2.52760e-19  2.12404e-19
      9255.00  2.20989e-19  2.02124e-19
      9260.00  3.05752e-19  2.01367e-19
      9265.00  5.40970e-19  2.05772e-19
      9270.00  3.54816e-19  2.01456e-19
      9275.00  2.30507e-19  2.02973e-19
      9280.00  3.21707e-19  2.02996e-19
      9285.00  4.53177e-19  2.22817e-19
      9290.00  5.28775e-19  2.16031e-19
      9295.00  1.70634e-19  2.31053e-19
      9300.00  9.59080e-20  2.87083e-19
      9305.00  4.77650e-19  3.97375e-19
      9310.00  5.86986e-19  5.22076e-19
      9315.00 -1.02850e-19  3.91335e-19
      9320.00  2.12738e-19  3.39991e-19
      9325.00  6.99507e-19  3.64220e-19
      9330.00  9.53172e-19  3.08023e-19
      9335.00  2.30431e-19  2.72650e-19
      9340.00 -1.57375e-19  2.86900e-19
      9345.00 -9.98514e-20  2.46063e-19
      9350.00 -2.46907e-19  3.06798e-19
      9355.00 -2.70228e-19  2.46401e-19
      9360.00 -2.71489e-20  2.60199e-19
      9365.00 -8.11059e-20  2.40608e-19
      9370.00 -8.41381e-20  2.58992e-19
      9375.00  5.64017e-19  5.53008e-19
      9380.00  4.13870e-19  2.56134e-19
      9385.00 -1.97355e-20  3.17089e-19
      9390.00  4.11635e-19  2.35254e-19
      9395.00  5.25429e-19  2.52728e-19
      9400.00  4.50066e-19  2.77864e-19
      9405.00  4.95853e-19  2.49631e-19
      9410.00  2.04961e-19  2.23915e-19
      9415.00  4.29231e-19  2.35360e-19
      9420.00  5.08718e-19  3.36667e-19
      9425.00  3.67792e-19  2.38570e-19
      9430.00  3.47719e-19  2.16637e-19
      9435.00  5.07010e-19  2.43283e-19
      9440.00  5.71596e-19  4.10953e-19
      9445.00  1.59510e-20  2.36809e-19
      9450.00  4.46871e-19  2.63434e-19
      9455.00  6.47999e-19  2.40262e-19
      9460.00  5.83343e-19  3.08623e-19
      9465.00  4.30527e-19  2.19186e-19
      9470.00  3.01996e-19  2.20250e-19
      9475.00  7.02065e-19  3.20141e-19
      9480.00 -9.09788e-20  2.55952e-19
      9485.00  2.31977e-19  2.29309e-19
      9490.00  4.41795e-19  2.38459e-19
      9495.00  2.66896e-19  2.18187e-19
      9500.00  2.25802e-19  2.41166e-19
      9505.00  5.90550e-19  2.69460e-19
      9510.00  4.84842e-19  2.22664e-19
      9515.00  6.64964e-19  2.29718e-19
      9520.00  7.50553e-19  3.44460e-19
      9525.00  4.43409e-19  2.23984e-19
      9530.00  3.67729e-19  2.45429e-19
      9535.00  3.14358e-19  2.60986e-19
      9540.00  2.64154e-19  2.15253e-19
      9545.00  6.57958e-19  2.11084e-19
      9550.00  8.00586e-19  2.51086e-19
      9555.00  1.76815e-19  2.39723e-19
      9560.00  5.40713e-19  2.36456e-19
      9565.00  6.02557e-19  2.69831e-19
      9570.00  7.49401e-19  2.84733e-19
      9575.00  3.75543e-19  2.26612e-19
      9580.00  7.10042e-19  2.13799e-19
      9585.00  5.51753e-19  2.13948e-19
      9590.00 -4.52293e-20  2.19746e-19
      9595.00  1.82339e-19  2.16479e-19
      9600.00  4.28385e-19  2.18210e-19
      9605.00  3.12848e-19  2.41152e-19
      9610.00  6.35856e-19  2.60447e-19
      9615.00  5.99658e-19  2.37078e-19
      9620.00  1.51077e-19  3.15276e-19
      9625.00  6.12069e-19  2.53320e-19
      9630.00  5.06567e-19  2.58151e-19
      9635.00  3.23883e-19  2.34472e-19
      9640.00  1.45393e-19  2.35283e-19
      9645.00  4.92958e-19  2.34086e-19
      9650.00 -7.66553e-20  2.43688e-19
      9655.00  1.56532e-19  2.74636e-19
      9660.00  4.91671e-19  2.88565e-19
      9665.00  3.97671e-19  2.59067e-19
      9670.00  4.94945e-19  3.52434e-19
      9675.00  1.25884e-19  2.83874e-19
      9680.00  1.82766e-19  4.10865e-19
      9685.00  6.92995e-19  3.05760e-19
      9690.00  2.95068e-19  3.14425e-19
      9695.00  2.55239e-19  2.87366e-19
      9700.00  8.95272e-20  3.81239e-19
      9705.00  1.98702e-19  2.91622e-19
      9710.00  2.62511e-19  3.39102e-19
      9715.00  7.06387e-19  3.05101e-19
      9720.00  1.43108e-18  4.46175e-19
      9725.00 -5.78441e-19  3.23642e-19
      9730.00  3.39624e-19  3.23547e-19
      9735.00  1.39768e-18  3.84097e-19
      9740.00  2.23053e-19  3.61055e-19
      9745.00  7.13453e-20  3.75833e-19
      9750.00  1.04235e-19  3.17957e-19
      9755.00 -2.23798e-20  3.26459e-19
      9760.00  3.02310e-19  3.26215e-19
      9765.00  2.57491e-19  3.34440e-19
      9770.00  7.30342e-19  3.44898e-19
      9775.00  6.28838e-19  3.45677e-19
