# wave  flux  flux_err
      13913.0  5.62369e-19  1.05051e-19
      13959.5  9.16750e-19  9.65871e-20
      14006.0  5.00264e-19  9.41220e-20
      14052.5  4.60677e-19  9.33932e-20
      14099.0  5.50500e-19  9.32352e-20
      14145.5  4.41823e-19  9.18422e-20
      14192.0  6.05333e-19  1.04277e-19
      14238.5  3.40916e-19  9.16371e-20
      14285.0  4.76584e-19  9.23657e-20
      14331.5  3.52886e-19  1.15096e-19
      14378.0  3.16042e-19  8.92465e-20
      14424.5  3.71706e-19  8.95699e-20
      14471.0  4.54640e-19  8.97228e-20
      14517.5  4.07441e-19  9.30251e-20
      14564.0  3.92432e-19  8.87728e-20
      14610.5  4.40468e-19  9.77394e-20
      14657.0  4.76179e-19  8.91585e-20
      14703.5  3.03473e-19  8.85251e-20
      14750.0  3.50977e-19  1.00488e-19
      14796.5  4.41186e-19  1.06922e-19
      14843.0  4.11133e-19  1.28220e-19
      14889.5  5.40117e-19  9.83930e-20
      14936.0  5.82414e-19  8.89101e-20
      14982.5  6.09000e-19  9.73019e-20
      15029.0  4.96161e-19  8.70620e-20
      15075.5  5.17511e-19  8.96106e-20
      15122.0  4.54501e-19  8.87719e-20
      15168.5  4.85228e-19  8.66691e-20
      15215.0  4.79085e-19  8.59436e-20
      15261.5  3.27446e-19  8.50255e-20
      15308.0  4.46186e-19  8.59992e-20
      15354.5  4.20629e-19  9.46839e-20
      15401.0  4.23438e-19  8.61284e-20
      15447.5  4.53550e-19  8.68294e-20
      15494.0  4.87713e-19  8.67287e-20
      15540.5  3.94560e-19  8.76392e-20
      15587.0  3.96706e-19  8.61287e-20
      15633.5  4.16645e-19  9.30109e-20
      15680.0  3.35342e-19  8.82414e-20
      15726.5  4.39845e-19  8.57051e-20
      15773.0  3.51114e-19  8.48961e-20
      15819.5  3.85192e-19  9.06935e-20
      15866.0  3.35929e-19  8.88552e-20
      15912.5  3.66664e-19  8.55862e-20
      15959.0  4.33199e-19  9.10196e-20
      16005.5  4.78048e-19  8.83074e-20
      16052.0  3.53948e-19  8.55846e-20
      16098.5  4.21910e-19  8.54298e-20
      16145.0  3.72120e-19  8.51842e-20
      16191.5  3.24111e-19  8.54596e-20
      16238.0  2.70508e-19  8.60588e-20
      16284.5  2.83591e-19  8.69315e-20
      16331.0  3.53326e-19  9.63177e-20
      16377.5  4.01760e-19  9.05410e-20
      16424.0  4.16288e-19  8.99237e-20
      16470.5  3.04584e-19  8.93711e-20
      16517.0  2.56071e-19  8.94064e-20
      16563.5  1.79002e-19  9.08514e-20
      16610.0  2.12185e-19  9.62500e-20
      16656.5  3.66188e-19  1.06502e-19
      16703.0  3.51458e-19  1.22314e-19
      16749.5  3.39618e-19  1.47737e-19
      16796.0  2.34119e-19  1.84904e-19
      16842.5  1.38433e-19  2.37990e-19
      16889.0  4.39331e-19  3.12391e-19
      16935.5  4.11431e-19  3.91879e-19
      16982.0  4.03562e-19  4.88406e-19
